dataset_doi,interactions,ml_het,hierarchical,variant,any_het,year,deposit_year
doi:10.7910/DVN/8L1SHV,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/8LDZFF,FALSE,FALSE,FALSE,as_published,FALSE,2016,2016
doi:10.7910/DVN/8LKROK,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/8LQZW9,TRUE,FALSE,FALSE,as_published,TRUE,2022,2022
doi:10.7910/DVN/8LXNQK,FALSE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/8MV984,FALSE,FALSE,FALSE,as_published,FALSE,2020,2020
doi:10.7910/DVN/8OKVHY,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/8PIIAI,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/8PVW9D,FALSE,FALSE,FALSE,as_published,FALSE,2016,2016
doi:10.7910/DVN/8R3LTP,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/8SIOKU,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/8SR1GY,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/8VBGXO,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/8WGX9H,FALSE,FALSE,FALSE,as_published,FALSE,2024,2024
doi:10.7910/DVN/8WZ793,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/8X77JA,TRUE,FALSE,FALSE,as_published,TRUE,2024,2024
doi:10.7910/DVN/8XPBSA,TRUE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/8XT86F,TRUE,FALSE,FALSE,as_published,TRUE,2020,2020
doi:10.7910/DVN/8YPPLM,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/8ZJBLI,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/8ZT2ID,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/8ZTQNM,FALSE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/92SKA2,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/93GVWI,TRUE,FALSE,FALSE,as_published,TRUE,2020,2020
doi:10.7910/DVN/96H4DV,FALSE,FALSE,FALSE,as_published,FALSE,2017,2017
doi:10.7910/DVN/96KNLB,FALSE,FALSE,FALSE,as_published,FALSE,2013,2015
doi:10.7910/DVN/96WYRS,FALSE,FALSE,FALSE,as_published,FALSE,2015,2015
doi:10.7910/DVN/97KSIK,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/98WHCF,FALSE,FALSE,FALSE,as_published,FALSE,2023,2023
doi:10.7910/DVN/99NXTT,FALSE,FALSE,FALSE,as_published,FALSE,2016,2016
doi:10.7910/DVN/9AMKHL,FALSE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/9AWUYJ,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/9B8HQN,FALSE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/9CEQKX,FALSE,FALSE,FALSE,as_published,FALSE,2021,2021
doi:10.7910/DVN/9D1L1V,TRUE,FALSE,FALSE,as_published,TRUE,2022,2022
doi:10.7910/DVN/9ERCTY,TRUE,FALSE,FALSE,as_published,TRUE,2020,2020
doi:10.7910/DVN/9F0SMU,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/9FUPQQ,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/9GSJ6V,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/9H3DFP,FALSE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/9IKGYY,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/9JS5AJ,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/9JWDKK,TRUE,TRUE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/9LWQKQ,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/9MQDK7,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/9NYAP7,FALSE,FALSE,FALSE,as_published,FALSE,2019,2019
doi:10.7910/DVN/9OK6RH,TRUE,FALSE,FALSE,as_published,TRUE,2020,2020
doi:10.7910/DVN/9OOLQ7,TRUE,FALSE,TRUE,as_published,TRUE,2015,2015
doi:10.7910/DVN/9PWJ3Y,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/9PXU5U,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/9QJVJ1,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/9QSQIW,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/9QUMY3,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/9RTI0V,FALSE,FALSE,TRUE,as_published,TRUE,2015,2015
doi:10.7910/DVN/9SF3TI,FALSE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/9TCK0G,FALSE,FALSE,FALSE,as_published,FALSE,2021,2021
doi:10.7910/DVN/9TPNOT,FALSE,FALSE,FALSE,as_published,FALSE,2015,2015
doi:10.7910/DVN/9U6QXP,TRUE,FALSE,FALSE,as_published,TRUE,2016,2016
doi:10.7910/DVN/9UXYCQ,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/9WNYEU,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/9XPV4I,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/9ZYFBX,FALSE,FALSE,TRUE,as_published,TRUE,2018,2025
doi:10.7910/DVN/9ZZOTW,FALSE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/A11CD5,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/A2EIZC,TRUE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/A2XDZP,TRUE,FALSE,FALSE,as_published,TRUE,2021,2022
doi:10.7910/DVN/A3M7PY,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/A81LPK,FALSE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/AARL5V,FALSE,FALSE,TRUE,as_published,TRUE,2012,2015
doi:10.7910/DVN/ABX2WA,TRUE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/ACRFJM,TRUE,FALSE,FALSE,as_published,TRUE,2023,2023
doi:10.7910/DVN/ACYZIC,TRUE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/ADE2SJ,TRUE,FALSE,FALSE,as_published,TRUE,2021,2021
doi:10.7910/DVN/AEDRXN,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/AFYKUH,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/AGIMGY,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/AH2PEI,TRUE,FALSE,FALSE,as_published,TRUE,2019,2019
doi:10.7910/DVN/AHMMUA,FALSE,FALSE,FALSE,as_published,FALSE,2013,2015
doi:10.7910/DVN/AHQRVR,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/AI3VM8,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/AIKUDN,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/AIRCBB,TRUE,FALSE,TRUE,as_published,TRUE,2015,2015
doi:10.7910/DVN/AJHFHU,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/AJLO8J,TRUE,FALSE,FALSE,as_published,TRUE,2024,2024
doi:10.7910/DVN/AJWTLI,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/AK10AT,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/AKGWBL,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/AKI6RS,TRUE,FALSE,TRUE,as_published,TRUE,2023,2024
doi:10.7910/DVN/AKMM0S,FALSE,FALSE,FALSE,as_published,FALSE,2016,2016
doi:10.7910/DVN/AL1A4Q,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/AL8I2B,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/ALZVAW,TRUE,FALSE,TRUE,as_published,TRUE,2015,2015
doi:10.7910/DVN/AM3LJF,TRUE,TRUE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/AMJXCB,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/AMMFVZ,TRUE,FALSE,FALSE,as_published,TRUE,2018,2018
doi:10.7910/DVN/AMMI3S,FALSE,FALSE,FALSE,as_published,FALSE,2013,2015
doi:10.7910/DVN/AMWWZE,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/AO7IYJ,TRUE,FALSE,FALSE,as_published,TRUE,2023,2023
doi:10.7910/DVN/AOEUNN,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/AOL6XC,FALSE,FALSE,FALSE,as_published,FALSE,2015,2015
doi:10.7910/DVN/AOTVAU,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/AP0DHP,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/AQ2P12,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/AQFTHK,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/AQQ3GG,FALSE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/ARIQT2,FALSE,FALSE,FALSE,as_published,FALSE,2018,2018
doi:10.7910/DVN/ARMDLY,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/ASDLQX,TRUE,FALSE,FALSE,as_published,TRUE,2024,2025
doi:10.7910/DVN/ASLTVG,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/ASUFTY,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/AU1MVC,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/AV3OQM,FALSE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/AV8PLT,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/AW6L1P,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/AWSQTW,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/AXVEXM,TRUE,FALSE,TRUE,as_published,TRUE,2015,2015
doi:10.7910/DVN/AY32JZ,FALSE,FALSE,FALSE,as_published,FALSE,2018,2018
doi:10.7910/DVN/AYBXMJ,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/AYFAFF,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/AYSHR4,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/AZFHYN,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/AZTWDW,FALSE,FALSE,TRUE,as_published,TRUE,2013,2015
doi:10.7910/DVN/AZUWVA,FALSE,FALSE,FALSE,as_published,FALSE,2022,2022
doi:10.7910/DVN/B1HHGV,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/B3P41O,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/B3UBXR,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/B6ZNAI,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/B8TWK2,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/B8Y17J,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/B9JAV0,TRUE,FALSE,FALSE,as_published,TRUE,2020,2020
doi:10.7910/DVN/B9SCDJ,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/B9U5BH,FALSE,FALSE,FALSE,as_published,FALSE,2019,2019
doi:10.7910/DVN/BAFF8Q,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/BANJL7,FALSE,FALSE,FALSE,as_published,FALSE,2017,2017
doi:10.7910/DVN/BC2HEO,FALSE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/BDYVK7,TRUE,FALSE,FALSE,as_published,TRUE,2019,2019
doi:10.7910/DVN/BEW2ME,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/BFEBHQ,FALSE,FALSE,FALSE,as_published,FALSE,2020,2020
doi:10.7910/DVN/BFLPBK,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/BFRJDU,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/BGLGBZ,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/BGSCO4,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/BHKSZR,FALSE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/BHVEBZ,FALSE,FALSE,FALSE,as_published,FALSE,2020,2020
doi:10.7910/DVN/BIQZNT,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/BLGFDU,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/BLIVUP,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/BLVJJH,FALSE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/BLXMCY,TRUE,FALSE,FALSE,as_published,TRUE,2015,2015
doi:10.7910/DVN/BN1GVD,FALSE,FALSE,FALSE,as_published,FALSE,2021,2021
doi:10.7910/DVN/BNUCX4,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/BOGTNU,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/BOKBQQ,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/BOWEJG,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/BPON3K,TRUE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/BQ9M2U,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/BQGWYI,TRUE,FALSE,FALSE,as_published,TRUE,2019,2019
doi:10.7910/DVN/BRRZSK,TRUE,FALSE,FALSE,as_published,TRUE,2018,2018
doi:10.7910/DVN/BS3DF7,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/BTE2BK,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/BTJYHC,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/BTPZFF,FALSE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/BWYJKB,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/BWZ3N0,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/BXIRYE,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/BXPKHG,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/BXXWWW,FALSE,FALSE,FALSE,as_published,FALSE,2016,2016
doi:10.7910/DVN/BZ9Z2D,FALSE,FALSE,FALSE,as_published,FALSE,2019,2019
doi:10.7910/DVN/BZA22S,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/BZZ9VF,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/C139OP,TRUE,FALSE,FALSE,as_published,TRUE,2021,2021
doi:10.7910/DVN/C15VOD,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/C1SICS,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/C1SWYV,TRUE,FALSE,FALSE,as_published,TRUE,2022,2022
doi:10.7910/DVN/C2IATB,FALSE,FALSE,FALSE,as_published,FALSE,2024,2024
doi:10.7910/DVN/C2LWHA,FALSE,FALSE,FALSE,as_published,FALSE,2018,2018
doi:10.7910/DVN/C6XJAT,FALSE,FALSE,FALSE,as_published,FALSE,2017,2017
doi:10.7910/DVN/C7A5TN,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/CAEEG7,TRUE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/CCKENU,FALSE,FALSE,FALSE,as_published,FALSE,2020,2020
doi:10.7910/DVN/CCV1NN,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/CEJSVJ,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/CF44OW,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/CFASH6,TRUE,FALSE,FALSE,as_published,TRUE,2020,2020
doi:10.7910/DVN/CFT901,FALSE,FALSE,FALSE,as_published,FALSE,2016,2016
doi:10.7910/DVN/CFTMK2,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/CGHTPZ,FALSE,FALSE,FALSE,as_published,FALSE,2021,2023
doi:10.7910/DVN/CGINSA,FALSE,FALSE,FALSE,as_published,FALSE,2019,2019
doi:10.7910/DVN/CGXPF5,TRUE,FALSE,FALSE,as_published,TRUE,2021,2023
doi:10.7910/DVN/CJMKGX,FALSE,FALSE,TRUE,as_published,TRUE,2015,2015
doi:10.7910/DVN/CKLJL3,FALSE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/CKXW7L,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/CL0RU2,TRUE,FALSE,FALSE,as_published,TRUE,2020,2021
doi:10.7910/DVN/CLGI63,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/CLMQ8E,FALSE,FALSE,TRUE,as_published,TRUE,2017,2026
doi:10.7910/DVN/CLYDWU,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/CMOWUL,FALSE,FALSE,FALSE,as_published,FALSE,2020,2020
doi:10.7910/DVN/CMUHBU,FALSE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/CMUYCM,FALSE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/CNNXPB,FALSE,FALSE,FALSE,as_published,FALSE,2013,2015
doi:10.7910/DVN/COFHJL,FALSE,FALSE,FALSE,as_published,FALSE,2021,2021
doi:10.7910/DVN/COOVRP,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/COS3BS,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/CPVIOF,TRUE,FALSE,FALSE,as_published,TRUE,2019,2019
doi:10.7910/DVN/CQ4FZR,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/CQUVCV,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/CQXHTH,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/CRPAA8,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/CSHNIS,FALSE,FALSE,FALSE,as_published,FALSE,2016,2016
doi:10.7910/DVN/CSKA4Q,TRUE,FALSE,TRUE,as_published,TRUE,2021,2022
doi:10.7910/DVN/CSNTTG,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/CTGKEJ,TRUE,TRUE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/CTQKJA,FALSE,FALSE,FALSE,as_published,FALSE,2012,2013
doi:10.7910/DVN/CTZNJV,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/CUR5RR,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/CUWUYR,FALSE,FALSE,FALSE,as_published,FALSE,2024,2024
doi:10.7910/DVN/CV8I6N,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/CV9AYE,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/CVBXQX,FALSE,FALSE,FALSE,as_published,FALSE,2015,2015
doi:10.7910/DVN/CWQYIB,FALSE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/CXJBEK,FALSE,FALSE,FALSE,as_published,FALSE,2022,2022
doi:10.7910/DVN/CYFIDH,TRUE,FALSE,FALSE,as_published,TRUE,2023,2023
doi:10.7910/DVN/CZDGR2,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/D0LEX4,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/D3VZX3,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/D4IDA9,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/D5DEHM,FALSE,FALSE,FALSE,as_published,FALSE,2017,2017
doi:10.7910/DVN/D5VRDE,TRUE,FALSE,FALSE,as_published,TRUE,2019,2019
doi:10.7910/DVN/D6CH6C,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/D73LV3,FALSE,FALSE,FALSE,as_published,FALSE,2018,2018
doi:10.7910/DVN/D7ZXZI,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/DAGL4S,FALSE,FALSE,FALSE,as_published,FALSE,2015,2015
doi:10.7910/DVN/DAR56O,TRUE,FALSE,FALSE,as_published,TRUE,2018,2018
doi:10.7910/DVN/DAYSCX,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/DBMJQZ,FALSE,FALSE,FALSE,as_published,FALSE,2022,2022
doi:10.7910/DVN/DBNBEU,FALSE,FALSE,TRUE,as_published,TRUE,2020,2023
doi:10.7910/DVN/DCOT4D,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/DCTPJI,FALSE,FALSE,FALSE,as_published,FALSE,2017,2017
doi:10.7910/DVN/DEDZRZ,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/DESLIU,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/DEX6EW,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/DF4DFH,FALSE,FALSE,FALSE,as_published,FALSE,2017,2017
doi:10.7910/DVN/DFGQVW,FALSE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/DG2J0F,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/DG6BS4,FALSE,FALSE,FALSE,as_published,FALSE,2013,2015
doi:10.7910/DVN/DGHX1E,FALSE,FALSE,TRUE,as_published,TRUE,2015,2015
doi:10.7910/DVN/DGXXH9,TRUE,FALSE,TRUE,as_published,TRUE,2015,2015
doi:10.7910/DVN/DHMCRC,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/DIU0M1,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/DJ2DPZ,TRUE,FALSE,FALSE,as_published,TRUE,2016,2016
doi:10.7910/DVN/DJKH4H,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/DJVNZF,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/DKKP4I,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/DKXD2X,FALSE,FALSE,FALSE,as_published,FALSE,2020,2020
doi:10.7910/DVN/DL8SZL,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/DMG0XD,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/DMIDY8,TRUE,FALSE,TRUE,as_published,TRUE,2013,2015
doi:10.7910/DVN/DMWWS5,TRUE,TRUE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/DNCHBF,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/DNDSPS,FALSE,FALSE,FALSE,as_published,FALSE,2020,2020
doi:10.7910/DVN/DO43V5,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/DPVRA5,FALSE,FALSE,TRUE,as_published,TRUE,2013,2015
doi:10.7910/DVN/DQ1WFB,FALSE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/DQCFUN,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/DQTIR4,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/DR0YF2,FALSE,FALSE,FALSE,as_published,FALSE,2022,2022
doi:10.7910/DVN/DSCREK,TRUE,FALSE,FALSE,as_published,TRUE,2022,2022
doi:10.7910/DVN/DSDNX6,FALSE,FALSE,FALSE,as_published,FALSE,2016,2016
doi:10.7910/DVN/DTFR60,TRUE,FALSE,FALSE,as_published,TRUE,2016,2016
doi:10.7910/DVN/DUB0MU,FALSE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/DUW1QY,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/DVP0UW,FALSE,FALSE,FALSE,as_published,FALSE,2013,2015
doi:10.7910/DVN/DVRNMH,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/DWOBT4,FALSE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/DX5T9G,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/DXGVAW,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/DYCUSZ,FALSE,FALSE,FALSE,as_published,FALSE,2021,2021
doi:10.7910/DVN/DZ1NFG,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/DZWOCK,TRUE,FALSE,FALSE,as_published,TRUE,2021,2021
doi:10.7910/DVN/E2187A,FALSE,FALSE,TRUE,as_published,TRUE,2015,2015
doi:10.7910/DVN/E2OS8R,TRUE,FALSE,FALSE,as_published,TRUE,2018,2018
doi:10.7910/DVN/E3BAO5,FALSE,FALSE,FALSE,as_published,FALSE,2020,2020
doi:10.7910/DVN/E3FDAV,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/E40AFU,TRUE,FALSE,TRUE,as_published,TRUE,2017,2017
