"ID","choice_pre","choice_post","approval","democratic","knowledge","L1","L2","L3","M1","M2","M3","monthly_income","left_right","important_democracy","age_group","behavior","scenario","copartisan_support_pre","copartisan_support_post","outpartisan_support_pre","outpartisan_support_post","copartisan_shift","outpartisan_shift","switch_outpartisan","switch_abstain","inparty_strength","outparty_strength"
2006,"Civic Coalition (KO)","Abstain",3,4,"knowledgeable",6,6,7,4,6,2,NA,2,7,1,"democratic","win",6,4,1,4,-2,3,0,1,5,1
2007,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"knowledgeable",4,4,5,3,5,5,2,4,6,3,"undemocratic","lose",6,6,4,4,0,0,0,0,4,2
2008,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",3,5,2,5,5,2,NA,3,5,1,"undemocratic","win",6,4,2,1,-2,-1,0,0,5,1
2009,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"unknowledgeable",6,7,7,1,1,1,6,2,7,2,"democratic","win",6,6,1,1,0,0,0,0,2,1
2010,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",5,3,7,6,6,6,4,3,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,5,1
2011,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",7,7,7,7,7,2,2,4,6,3,"democratic","lose",4,4,1,1,0,0,0,0,4,1
2013,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",7,6,7,6,7,7,6,3,6,2,"democratic","lose",6,7,1,1,1,0,0,0,3,2
2016,"Civic Coalition (KO)","Abstain",4,4,"unknowledgeable",4,4,4,4,4,4,3,4,4,2,"democratic","win",7,4,1,1,-3,0,0,1,4,1
2018,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",6,6,6,6,6,6,NA,4,7,5,"undemocratic","lose",4,6,2,5,2,3,0,0,5,3
2020,"Civic Coalition (KO)","Abstain",4,4,"knowledgeable",7,7,7,4,4,5,NA,3,6,2,"undemocratic","win",4,2,1,1,-2,0,0,1,3,1
2023,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"unknowledgeable",6,4,6,5,6,6,4,4,7,1,"undemocratic","win",6,5,3,3,-1,0,0,0,3,3
2025,"Law and Justice (PiS)","Law and Justice (PiS)",3,5,"unknowledgeable",5,5,6,6,6,3,2,5,6,3,"democratic","win",6,7,4,2,1,-2,0,0,5,1
2027,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",4,4,3,4,5,4,1,3,6,3,"democratic","win",6,6,3,3,0,0,0,0,6,4
2030,"Civic Coalition (KO)","Abstain",2,2,"unknowledgeable",7,6,7,6,6,2,3,4,6,1,"democratic","win",6,1,1,1,-5,0,0,1,4,1
2031,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,4,6,5,5,4,5,3,6,1,"democratic","win",6,6,2,2,0,0,0,0,4,1
2032,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",7,7,7,1,4,1,3,3,7,2,"undemocratic","lose",7,7,1,1,0,0,0,0,5,1
2033,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",5,5,5,6,5,6,1,4,6,4,"democratic","lose",6,6,5,4,0,-1,0,0,5,3
2034,"Civic Coalition (KO)","Civic Coalition (KO)",1,2,"knowledgeable",7,7,7,6,4,3,3,4,6,1,"undemocratic","lose",4,3,2,3,-1,1,0,0,5,2
2035,"Law and Justice (PiS)","Law and Justice (PiS)",6,5,"knowledgeable",7,5,7,5,6,5,6,4,7,2,"democratic","lose",7,7,1,1,0,0,0,0,6,1
2039,"Civic Coalition (KO)","Abstain",5,5,"unknowledgeable",4,4,4,4,4,4,2,4,4,1,"democratic","lose",5,3,3,5,-2,2,0,1,5,4
2040,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",4,4,4,4,4,5,4,5,2,5,"democratic","win",4,6,3,6,2,3,0,0,4,4
2041,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",4,4,2,4,4,4,3,1,4,1,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
2045,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",2,2,6,6,6,6,2,3,4,3,"undemocratic","win",6,6,1,1,0,0,0,0,4,1
2046,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",5,6,7,2,2,2,5,4,5,2,"undemocratic","win",5,6,1,2,1,1,0,0,3,1
2049,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"unknowledgeable",2,1,7,4,5,4,2,4,5,3,"democratic","win",5,5,1,1,0,0,0,0,5,7
2050,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"knowledgeable",5,4,4,4,4,3,4,4,5,2,"democratic","lose",7,7,3,4,0,1,0,0,5,1
2053,"Law and Justice (PiS)","Law and Justice (PiS)",6,4,"knowledgeable",7,5,7,3,3,3,NA,6,6,4,"undemocratic","lose",7,7,1,1,0,0,0,0,6,3
2055,"Civic Coalition (KO)","Civic Coalition (KO)",6,7,"unknowledgeable",5,5,6,5,5,5,NA,5,4,2,"democratic","lose",6,7,2,2,1,0,0,0,4,2
2056,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",7,6,6,5,4,1,NA,4,6,3,"undemocratic","win",6,4,1,4,-2,3,0,0,4,3
2057,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",6,6,7,2,6,6,4,2,6,5,"democratic","win",5,6,1,1,1,0,0,0,4,1
2059,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"unknowledgeable",6,5,5,5,5,5,4,2,6,3,"undemocratic","lose",7,6,1,2,-1,1,0,0,5,1
2060,"Law and Justice (PiS)","Law and Justice (PiS)",4,5,"unknowledgeable",5,4,4,4,4,4,3,4,1,4,"democratic","win",6,6,1,1,0,0,0,0,5,1
2061,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",6,6,7,6,6,5,1,3,3,1,"undemocratic","lose",6,6,5,5,0,0,0,0,4,2
2062,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",4,5,3,4,7,3,NA,4,6,3,"democratic","lose",7,6,1,1,-1,0,0,0,4,2
2063,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"unknowledgeable",4,4,1,4,4,3,3,2,6,1,"democratic","lose",4,4,1,1,0,0,0,0,4,1
2065,"Civic Coalition (KO)","Civic Coalition (KO)",4,2,"knowledgeable",2,1,1,2,7,2,4,3,6,2,"democratic","win",5,6,2,1,1,-1,0,0,3,1
2069,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",7,7,7,4,3,2,5,4,6,1,"undemocratic","lose",6,6,1,2,0,1,0,0,4,2
2072,"Law and Justice (PiS)","Law and Justice (PiS)",5,3,"unknowledgeable",4,4,4,4,4,4,NA,4,4,4,"democratic","lose",7,7,1,1,0,0,0,0,7,1
2073,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,6,6,3,5,3,NA,4,6,4,"undemocratic","lose",6,6,2,2,0,0,0,0,4,1
2076,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,6,6,5,4,6,3,4,6,5,"undemocratic","win",6,6,2,1,0,-1,0,0,4,1
2077,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",7,7,7,5,5,4,3,4,4,2,"democratic","lose",5,5,2,2,0,0,0,0,4,2
2080,"Civic Coalition (KO)","Civic Coalition (KO)",3,5,"unknowledgeable",4,7,4,5,5,4,NA,3,6,4,"undemocratic","win",7,6,2,2,-1,0,0,0,5,1
2082,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"unknowledgeable",4,5,6,3,5,4,NA,2,4,2,"democratic","win",7,7,1,1,0,0,0,0,5,2
2084,"Law and Justice (PiS)","Law and Justice (PiS)",1,1,"unknowledgeable",7,5,7,6,5,6,NA,6,6,3,"democratic","win",6,6,1,1,0,0,0,0,6,2
2085,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",6,4,6,4,4,3,6,4,6,2,"undemocratic","lose",7,7,1,1,0,0,0,0,4,1
2086,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",7,4,6,4,6,4,2,4,3,4,"undemocratic","win",7,7,3,4,0,1,0,0,5,4
2087,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"knowledgeable",6,5,3,5,6,5,4,5,6,4,"undemocratic","win",6,6,5,5,0,0,0,0,5,4
2088,"Civic Coalition (KO)","Civic Coalition (KO)",6,7,"knowledgeable",7,7,4,5,6,5,3,3,7,4,"democratic","lose",7,7,1,1,0,0,0,0,4,1
2090,"Civic Coalition (KO)","Civic Coalition (KO)",5,4,"knowledgeable",5,4,7,4,5,4,5,4,4,3,"democratic","lose",6,6,2,3,0,1,0,0,4,1
2092,"Law and Justice (PiS)","Law and Justice (PiS)",4,5,"knowledgeable",7,6,7,6,5,5,1,3,6,2,"undemocratic","win",6,6,5,5,0,0,0,0,4,4
2093,"Civic Coalition (KO)","Civic Coalition (KO)",7,6,"knowledgeable",3,1,7,4,7,4,3,4,6,1,"democratic","lose",4,6,1,1,2,0,0,0,4,1
2094,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"unknowledgeable",6,6,2,7,2,2,6,4,6,3,"undemocratic","win",7,7,1,1,0,0,0,0,3,1
2095,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,3,6,3,4,5,2,5,4,4,"undemocratic","lose",6,6,2,2,0,0,0,0,4,2
2096,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",1,6,6,7,6,5,4,4,6,5,"undemocratic","win",4,6,4,3,2,-1,0,0,3,3
2097,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"unknowledgeable",7,7,7,3,5,4,5,2,7,1,"democratic","win",7,6,1,1,-1,0,0,0,3,1
2098,"Law and Justice (PiS)","Law and Justice (PiS)",4,5,"unknowledgeable",5,3,7,4,1,2,5,6,5,1,"undemocratic","win",3,3,1,1,0,0,0,0,1,1
2100,"Law and Justice (PiS)","Law and Justice (PiS)",4,2,"knowledgeable",7,4,7,6,7,5,4,6,7,5,"undemocratic","lose",7,7,1,1,0,0,0,0,4,2
2101,"Civic Coalition (KO)","Civic Coalition (KO)",6,5,"knowledgeable",6,7,7,3,3,3,3,2,6,5,"democratic","lose",7,7,1,1,0,0,0,0,5,1
2102,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,6,7,4,4,3,3,4,6,2,"undemocratic","lose",5,6,1,1,1,0,0,0,5,1
2103,"Civic Coalition (KO)","Abstain",4,3,"unknowledgeable",4,6,2,5,6,3,NA,4,6,1,"democratic","win",7,6,1,1,-1,0,0,1,4,2
2105,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",4,4,4,4,4,4,2,4,4,1,"democratic","lose",4,4,4,4,0,0,0,0,4,2
2106,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",7,5,6,7,5,4,3,2,6,4,"undemocratic","lose",4,7,1,1,3,0,0,0,5,1
2107,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,5,6,5,2,3,3,3,6,4,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
2108,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",4,4,4,4,4,4,6,4,5,4,"democratic","win",7,7,5,5,0,0,0,0,4,4
2110,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",4,4,5,4,4,4,4,4,3,2,"democratic","win",4,5,5,4,1,-1,0,0,4,4
2111,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",2,5,6,6,6,6,4,4,5,3,"undemocratic","win",6,6,5,5,0,0,0,0,5,2
2116,"Law and Justice (PiS)","Abstain",3,3,"unknowledgeable",2,3,6,3,3,3,4,6,2,2,"democratic","lose",4,6,2,4,2,2,0,1,1,1
2120,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"knowledgeable",4,6,5,5,4,2,6,4,6,4,"undemocratic","win",6,6,2,2,0,0,0,0,5,1
2123,"Law and Justice (PiS)","Law and Justice (PiS)",1,7,"knowledgeable",4,4,7,4,4,4,NA,4,1,5,"democratic","win",1,1,1,1,0,0,0,0,4,1
2124,"Law and Justice (PiS)","Abstain",1,1,"knowledgeable",7,7,7,4,5,5,5,6,7,3,"undemocratic","win",6,6,5,5,0,0,0,1,3,1
2126,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,6,7,3,2,5,3,5,"democratic","win",7,6,2,1,-1,-1,0,0,6,2
2128,"Civic Coalition (KO)","Civic Coalition (KO)",5,4,"unknowledgeable",6,5,1,1,6,6,3,4,7,3,"democratic","lose",7,7,1,1,0,0,0,0,1,1
2129,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"unknowledgeable",7,7,7,7,7,6,1,3,2,4,"undemocratic","win",7,7,2,1,0,-1,0,0,3,1
2131,"Civic Coalition (KO)","Law and Justice (PiS)",4,4,"unknowledgeable",5,4,3,3,4,4,5,4,4,2,"democratic","lose",3,5,7,4,2,-3,1,0,4,4
2132,"Law and Justice (PiS)","Abstain",3,3,"knowledgeable",4,5,2,5,5,2,4,5,4,1,"undemocratic","lose",2,2,1,1,0,0,0,1,4,3
2133,"Civic Coalition (KO)","Civic Coalition (KO)",5,4,"knowledgeable",5,5,7,7,2,3,NA,4,6,5,"democratic","win",6,6,2,2,0,0,0,0,5,2
2136,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,4,4,3,5,5,3,4,4,2,"undemocratic","win",4,4,4,4,0,0,0,0,5,3
2140,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"unknowledgeable",5,3,7,5,5,4,NA,5,5,3,"undemocratic","lose",4,4,4,2,0,-2,0,0,4,2
2144,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",7,7,7,1,1,1,6,2,7,4,"democratic","win",7,7,1,1,0,0,0,0,6,1
2145,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",1,1,7,7,7,7,2,4,1,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
2148,"Law and Justice (PiS)","Abstain",5,3,"unknowledgeable",4,4,6,5,6,4,4,4,4,1,"democratic","lose",6,4,7,3,-2,-4,0,1,4,4
2150,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",7,6,3,5,3,2,6,2,7,1,"undemocratic","win",7,6,1,2,-1,1,0,0,5,1
2151,"Civic Coalition (KO)","Abstain",5,2,"knowledgeable",7,7,7,1,1,1,4,4,6,5,"undemocratic","win",6,5,1,1,-1,0,0,1,4,1
2153,"Law and Justice (PiS)","Civic Coalition (KO)",1,1,"unknowledgeable",4,6,2,6,5,2,3,4,7,2,"undemocratic","win",6,4,4,6,-2,2,1,0,4,4
2157,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,7,7,7,7,7,NA,7,7,3,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
2158,"Law and Justice (PiS)","Civic Coalition (KO)",5,4,"knowledgeable",3,4,5,5,3,4,4,4,5,4,"democratic","win",3,3,5,6,0,1,1,0,4,7
2159,"Law and Justice (PiS)","Abstain",6,6,"knowledgeable",6,5,6,4,4,3,3,6,6,2,"democratic","lose",3,4,5,4,1,-1,0,1,3,2
2161,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",7,5,6,6,5,6,4,3,3,2,"democratic","lose",7,7,2,1,0,-1,0,0,6,5
2165,"Civic Coalition (KO)","Civic Coalition (KO)",5,4,"unknowledgeable",5,1,4,6,6,5,NA,4,3,2,"undemocratic","win",6,3,4,4,-3,0,0,0,6,4
2167,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",4,1,4,4,4,4,NA,4,4,2,"undemocratic","lose",7,6,2,1,-1,-1,0,0,5,1
2168,"Civic Coalition (KO)","Abstain",2,2,"knowledgeable",6,6,6,2,2,2,2,4,6,4,"democratic","win",7,4,1,4,-3,3,0,1,5,1
2175,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",5,7,7,4,5,4,2,7,7,5,"undemocratic","win",6,7,1,1,1,0,0,0,6,3
2177,"Civic Coalition (KO)","Civic Coalition (KO)",6,4,"unknowledgeable",5,5,5,4,3,4,NA,4,5,2,"democratic","lose",6,2,4,5,-4,1,0,0,2,4
2181,"Civic Coalition (KO)","Civic Coalition (KO)",2,4,"knowledgeable",7,5,7,4,4,6,NA,4,5,2,"undemocratic","lose",5,5,4,4,0,0,0,0,4,4
2184,"Civic Coalition (KO)","Civic Coalition (KO)",2,4,"knowledgeable",4,6,4,5,6,3,1,2,6,1,"democratic","win",5,4,3,3,-1,0,0,0,6,2
2185,"Law and Justice (PiS)","Civic Coalition (KO)",4,3,"knowledgeable",4,6,5,6,5,4,NA,2,4,1,"democratic","win",6,6,6,6,0,0,1,0,5,5
2186,"Law and Justice (PiS)","Law and Justice (PiS)",3,4,"knowledgeable",4,4,4,4,4,4,3,5,3,4,"undemocratic","win",7,7,3,3,0,0,0,0,5,4
2192,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,5,7,5,5,5,3,4,6,4,"undemocratic","lose",6,5,5,6,-1,1,0,0,4,4
2193,"Civic Coalition (KO)","Civic Coalition (KO)",6,7,"unknowledgeable",7,6,7,5,1,2,NA,4,6,1,"democratic","lose",3,5,1,1,2,0,0,0,4,1
2194,"Civic Coalition (KO)","Law and Justice (PiS)",3,2,"knowledgeable",6,5,1,5,6,2,1,2,6,1,"undemocratic","win",3,2,3,3,-1,0,1,0,4,2
2197,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,2,1,1,2,2,7,2,"democratic","win",7,7,1,1,0,0,0,0,4,1
2199,"Civic Coalition (KO)","Civic Coalition (KO)",7,6,"knowledgeable",7,1,1,5,6,3,2,3,7,2,"undemocratic","lose",7,7,1,1,0,0,0,0,5,1
2202,"Law and Justice (PiS)","Civic Coalition (KO)",1,5,"unknowledgeable",4,4,4,3,3,3,NA,4,4,1,"democratic","win",3,3,1,1,0,0,1,0,1,2
2208,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,2,4,4,6,3,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
2209,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"unknowledgeable",4,4,4,4,4,4,3,4,4,2,"democratic","lose",5,5,3,2,0,-1,0,0,4,4
2210,"Civic Coalition (KO)","Abstain",4,3,"unknowledgeable",5,6,1,4,6,3,3,4,6,1,"democratic","win",6,3,2,3,-3,1,0,1,5,2
2213,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",5,5,7,7,7,7,1,1,7,5,"undemocratic","lose",7,7,7,1,0,-6,0,0,6,1
2214,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"unknowledgeable",2,6,7,2,6,2,NA,6,5,1,"undemocratic","win",7,7,1,1,0,0,0,0,7,3
2215,"Civic Coalition (KO)","Law and Justice (PiS)",4,4,"unknowledgeable",7,2,5,5,5,2,3,4,6,1,"undemocratic","win",5,4,4,1,-1,-3,1,0,5,7
2217,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"unknowledgeable",7,7,7,2,5,2,5,4,7,3,"democratic","lose",6,2,1,1,-4,0,0,0,4,1
2219,"Civic Coalition (KO)","Abstain",4,4,"unknowledgeable",4,4,4,4,4,4,1,5,1,3,"democratic","lose",7,7,3,4,0,1,0,1,1,1
2223,"Law and Justice (PiS)","Abstain",2,4,"knowledgeable",7,6,7,4,6,5,1,3,2,1,"undemocratic","lose",4,4,1,3,0,2,0,1,4,1
2224,"Civic Coalition (KO)","Law and Justice (PiS)",4,4,"knowledgeable",6,5,6,4,5,5,NA,4,6,2,"undemocratic","win",4,4,4,4,0,0,1,0,4,2
2225,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",4,5,6,5,7,5,4,1,6,1,"undemocratic","lose",6,7,1,1,1,0,0,0,4,1
2227,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",3,6,6,5,6,6,3,6,4,4,"democratic","win",6,6,5,5,0,0,0,0,5,3
2231,"Civic Coalition (KO)","Civic Coalition (KO)",3,5,"unknowledgeable",3,5,2,6,3,4,6,4,4,1,"undemocratic","win",2,2,7,5,0,-2,0,0,2,4
2234,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",7,5,7,5,5,5,6,4,6,3,"democratic","win",6,5,3,2,-1,-1,0,0,4,1
2235,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"knowledgeable",7,7,7,4,3,4,NA,3,7,5,"undemocratic","win",5,5,1,1,0,0,0,0,4,1
2236,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",7,7,7,3,7,4,3,4,7,1,"undemocratic","lose",7,7,4,3,0,-1,0,0,4,2
2239,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",6,2,7,4,7,1,3,1,6,5,"democratic","lose",6,7,3,1,1,-2,0,0,6,1
2241,"Civic Coalition (KO)","Abstain",4,4,"knowledgeable",7,5,7,2,5,1,3,4,7,3,"democratic","win",6,4,5,4,-2,-1,0,1,4,4
2242,"Law and Justice (PiS)","Civic Coalition (KO)",3,2,"unknowledgeable",5,6,4,4,4,4,2,4,4,2,"undemocratic","win",5,5,5,6,0,1,1,0,5,3
2243,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",3,6,6,6,6,3,5,4,6,4,"undemocratic","win",6,3,2,5,-3,3,0,0,3,1
2246,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",5,7,7,5,4,4,3,3,6,5,"undemocratic","win",2,4,1,1,2,0,0,0,2,1
2247,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",6,4,4,5,5,4,3,4,5,1,"undemocratic","lose",5,4,6,2,-1,-4,0,0,4,1
2248,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",6,5,6,4,5,3,3,3,5,2,"democratic","lose",6,6,2,2,0,0,0,0,4,3
2249,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",7,7,7,4,4,3,NA,4,6,3,"democratic","lose",5,5,2,2,0,0,0,0,4,2
2250,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"unknowledgeable",7,7,7,7,7,6,2,4,4,3,"undemocratic","lose",7,5,1,5,-2,4,0,0,6,2
2253,"Law and Justice (PiS)","Law and Justice (PiS)",5,2,"unknowledgeable",4,4,4,4,4,4,2,5,4,2,"undemocratic","win",7,4,4,3,-3,-1,0,0,4,4
2254,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"unknowledgeable",4,4,4,4,4,4,2,2,5,3,"democratic","win",4,5,2,3,1,1,0,0,4,1
2255,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",7,7,7,4,7,2,4,3,6,4,"democratic","win",6,6,1,1,0,0,0,0,5,2
2257,"Law and Justice (PiS)","Law and Justice (PiS)",3,3,"unknowledgeable",5,4,3,4,3,6,3,6,3,1,"undemocratic","win",7,4,2,5,-3,3,0,0,7,2
2259,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"unknowledgeable",5,3,3,4,5,5,1,4,4,2,"undemocratic","lose",6,2,1,6,-4,5,0,0,4,3
2260,"Law and Justice (PiS)","Abstain",3,3,"unknowledgeable",4,3,2,3,4,4,1,5,4,3,"democratic","win",5,4,7,2,-1,-5,0,1,4,4
2263,"Civic Coalition (KO)","Civic Coalition (KO)",6,5,"unknowledgeable",4,1,3,6,3,7,1,4,7,2,"democratic","lose",5,6,6,5,1,-1,0,0,4,2
2264,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",5,5,6,3,3,4,1,4,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
2266,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",6,7,7,2,2,2,4,4,6,4,"democratic","win",7,7,1,1,0,0,0,0,7,1
2267,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",5,3,5,5,1,2,2,3,6,3,"democratic","lose",7,7,1,1,0,0,0,0,4,1
2269,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",5,5,5,5,4,5,2,4,4,2,"democratic","lose",7,7,5,5,0,0,0,0,7,5
2270,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",4,2,4,4,5,4,2,3,6,2,"undemocratic","win",6,6,4,5,0,1,0,0,5,4
2272,"Law and Justice (PiS)","Law and Justice (PiS)",3,3,"knowledgeable",5,5,5,5,2,5,NA,6,6,2,"undemocratic","win",7,5,1,5,-2,4,0,0,3,1
2275,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",6,7,7,4,5,5,4,4,4,4,"undemocratic","lose",7,6,1,1,-1,0,0,0,1,4
2276,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"unknowledgeable",6,5,3,3,5,6,5,2,6,1,"democratic","win",6,7,1,1,1,0,0,0,4,1
2278,"Law and Justice (PiS)","Law and Justice (PiS)",7,4,"unknowledgeable",7,7,4,1,5,4,NA,4,7,4,"democratic","lose",4,7,1,1,3,0,0,0,7,1
2279,"Civic Coalition (KO)","Abstain",6,6,"unknowledgeable",6,4,7,5,5,4,2,3,6,2,"undemocratic","lose",2,4,2,4,2,2,0,1,4,3
2280,"Law and Justice (PiS)","Abstain",1,1,"knowledgeable",7,7,7,5,6,2,2,6,6,5,"undemocratic","win",7,5,5,6,-2,1,0,1,5,3
2281,"Law and Justice (PiS)","Law and Justice (PiS)",4,2,"unknowledgeable",6,7,7,2,7,1,1,4,4,2,"undemocratic","win",6,6,4,5,0,1,0,0,6,4
2282,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",4,4,1,7,7,7,5,1,7,1,"undemocratic","win",7,6,1,1,-1,0,0,0,4,1
2284,"Law and Justice (PiS)","Abstain",4,3,"unknowledgeable",5,4,5,5,3,5,4,5,5,1,"democratic","win",6,4,4,5,-2,1,0,1,4,4
2285,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",6,5,3,6,6,7,2,3,7,1,"democratic","lose",7,7,1,1,0,0,0,0,7,1
2286,"Civic Coalition (KO)","Abstain",3,3,"unknowledgeable",6,3,5,4,6,5,5,4,6,3,"undemocratic","lose",5,3,3,2,-2,-1,0,1,4,1
2287,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"unknowledgeable",7,6,7,3,7,2,5,4,6,1,"undemocratic","lose",6,5,3,3,-1,0,0,0,6,2
2291,"Civic Coalition (KO)","Civic Coalition (KO)",5,3,"unknowledgeable",6,3,5,6,5,4,3,4,5,2,"undemocratic","lose",6,6,4,4,0,0,0,0,5,4
2292,"Civic Coalition (KO)","Civic Coalition (KO)",3,5,"unknowledgeable",6,5,6,5,5,5,NA,4,4,1,"democratic","win",7,7,1,1,0,0,0,0,4,1
2293,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",6,6,7,5,5,4,2,2,6,3,"democratic","lose",6,6,1,1,0,0,0,0,4,1
2294,"Law and Justice (PiS)","Civic Coalition (KO)",4,4,"knowledgeable",5,5,4,2,5,3,NA,4,2,1,"undemocratic","win",3,2,3,3,-1,0,1,0,3,3
