"ID","choice_pre","choice_post","approval","democratic","knowledge","L1","L2","L3","M1","M2","M3","monthly_income","left_right","important_democracy","age_group","behavior","scenario","copartisan_support_pre","copartisan_support_post","outpartisan_support_pre","outpartisan_support_post","copartisan_shift","outpartisan_shift","switch_outpartisan","switch_abstain","inparty_strength","outparty_strength"
2295,"Civic Coalition (KO)","Abstain",4,4,"knowledgeable",5,3,2,4,3,6,NA,4,7,1,"democratic","win",4,5,4,5,1,1,0,1,4,7
2298,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",4,7,7,4,5,4,NA,3,7,3,"democratic","lose",6,5,1,1,-1,0,0,0,5,1
2303,"Civic Coalition (KO)","Abstain",2,3,"knowledgeable",7,5,7,3,6,5,6,4,6,1,"undemocratic","win",6,5,5,4,-1,-1,0,1,3,2
2305,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,7,7,3,5,1,NA,1,6,2,"democratic","lose",7,7,1,1,0,0,0,0,4,1
2308,"Law and Justice (PiS)","Law and Justice (PiS)",4,5,"knowledgeable",4,4,5,4,4,5,5,4,5,4,"democratic","lose",6,6,5,5,0,0,0,0,4,4
2312,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",6,5,2,5,3,6,NA,6,4,3,"democratic","lose",6,4,2,2,-2,0,0,0,4,1
2313,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",7,4,5,4,5,4,3,4,6,4,"democratic","win",4,2,2,5,-2,3,0,0,4,1
2314,"Law and Justice (PiS)","Law and Justice (PiS)",5,6,"knowledgeable",4,1,1,5,1,1,6,7,1,1,"democratic","win",1,1,1,1,0,0,0,0,1,1
2318,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,4,5,5,5,4,NA,4,4,1,"undemocratic","win",4,2,1,1,-2,0,0,0,4,1
2319,"Law and Justice (PiS)","Civic Coalition (KO)",4,4,"unknowledgeable",3,5,7,4,4,3,4,7,7,1,"democratic","lose",1,2,3,5,1,2,1,0,5,5
2321,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"unknowledgeable",7,7,7,4,4,4,NA,2,7,2,"democratic","win",6,6,1,1,0,0,0,0,3,1
2323,"Civic Coalition (KO)","Civic Coalition (KO)",4,2,"knowledgeable",4,4,2,4,6,4,NA,4,7,4,"undemocratic","win",4,1,1,1,-3,0,0,0,4,1
2324,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",6,6,6,4,5,2,3,3,6,2,"undemocratic","win",7,7,1,1,0,0,0,0,4,1
2326,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",4,4,4,4,4,4,1,4,5,1,"undemocratic","lose",6,5,6,5,-1,-1,0,0,4,4
2327,"Civic Coalition (KO)","Civic Coalition (KO)",2,5,"knowledgeable",4,4,6,1,5,4,1,3,4,3,"undemocratic","win",7,5,1,6,-2,5,0,0,4,1
2330,"Law and Justice (PiS)","Law and Justice (PiS)",2,2,"knowledgeable",6,5,6,5,5,5,4,5,5,5,"undemocratic","lose",6,6,3,3,0,0,0,0,6,5
2331,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"knowledgeable",7,7,6,6,5,5,3,3,5,4,"democratic","lose",6,6,6,6,0,0,0,0,4,4
2332,"Law and Justice (PiS)","Law and Justice (PiS)",4,5,"knowledgeable",7,5,7,5,5,5,4,4,6,5,"democratic","win",4,4,4,4,0,0,0,0,3,2
2334,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",7,6,6,6,7,6,1,4,6,4,"undemocratic","lose",6,6,4,5,0,1,0,0,6,3
2335,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"knowledgeable",5,5,6,4,6,6,4,6,5,2,"democratic","lose",5,6,1,1,1,0,0,0,5,1
2336,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",6,5,7,4,5,5,3,4,4,2,"democratic","win",6,6,4,4,0,0,0,0,5,3
2340,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"unknowledgeable",6,3,5,3,5,3,5,5,6,2,"undemocratic","win",6,6,5,4,0,-1,0,0,4,2
2341,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",4,4,4,4,4,4,1,4,4,2,"undemocratic","lose",4,4,4,4,0,0,0,0,4,4
2342,"Civic Coalition (KO)","Civic Coalition (KO)",6,7,"knowledgeable",7,7,6,2,5,1,2,5,6,3,"democratic","lose",6,7,5,5,1,0,0,0,6,4
2343,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",1,6,7,5,4,4,4,4,5,5,"undemocratic","win",3,4,5,4,1,-1,0,0,4,1
2344,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",3,3,3,3,3,3,1,2,2,5,"undemocratic","win",6,7,5,4,1,-1,0,0,5,2
2346,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",6,5,5,4,5,5,5,4,5,3,"democratic","win",6,6,5,5,0,0,0,0,5,5
2349,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",5,5,7,4,4,5,3,5,6,2,"democratic","lose",7,6,2,2,-1,0,0,0,4,1
2350,"Civic Coalition (KO)","Law and Justice (PiS)",2,2,"unknowledgeable",4,4,5,4,5,5,1,4,4,2,"democratic","win",5,3,3,7,-2,4,1,0,4,4
2351,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"unknowledgeable",6,7,1,3,2,5,4,3,6,3,"undemocratic","lose",6,6,5,4,0,-1,0,0,5,2
2352,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,7,7,1,4,1,4,3,7,2,"democratic","lose",6,5,1,1,-1,0,0,0,6,1
2354,"Law and Justice (PiS)","Abstain",5,5,"knowledgeable",5,5,7,7,7,4,NA,4,5,5,"undemocratic","win",5,5,4,4,0,0,0,1,4,4
2355,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,5,5,5,5,4,7,2,"democratic","win",6,6,1,1,0,0,0,0,4,1
2356,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,5,4,3,3,3,3,3,6,4,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
2357,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",6,4,5,5,5,5,1,4,4,2,"democratic","win",6,3,2,3,-3,1,0,0,5,2
2363,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"unknowledgeable",3,6,3,3,2,5,3,5,4,2,"undemocratic","lose",6,4,5,6,-2,1,0,0,2,1
2367,"Civic Coalition (KO)","Civic Coalition (KO)",6,7,"knowledgeable",7,7,7,6,5,5,6,3,6,2,"democratic","lose",4,6,1,1,2,0,0,0,4,1
2368,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",6,6,7,1,2,1,NA,5,6,4,"democratic","win",6,6,1,1,0,0,0,0,4,1
2369,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"unknowledgeable",6,2,5,6,2,2,2,4,7,3,"undemocratic","win",6,6,2,1,0,-1,0,0,4,1
2370,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",1,7,7,7,7,7,3,3,6,4,"democratic","lose",4,7,1,1,3,0,0,0,5,1
2373,"Civic Coalition (KO)","Civic Coalition (KO)",1,2,"knowledgeable",5,5,4,6,6,1,5,4,7,5,"undemocratic","lose",6,6,1,1,0,0,0,0,5,1
2375,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",4,4,4,4,4,4,2,3,5,4,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
2379,"Civic Coalition (KO)","Civic Coalition (KO)",2,3,"unknowledgeable",4,3,4,3,4,4,3,5,3,4,"democratic","win",3,5,7,6,2,-1,0,0,3,4
2381,"Civic Coalition (KO)","Civic Coalition (KO)",6,5,"unknowledgeable",2,2,2,2,2,2,1,4,1,1,"democratic","lose",7,7,1,1,0,0,0,0,2,1
2382,"Law and Justice (PiS)","Law and Justice (PiS)",3,3,"knowledgeable",7,2,7,5,4,6,3,4,6,1,"undemocratic","lose",6,4,2,4,-2,2,0,0,6,3
2385,"Civic Coalition (KO)","Civic Coalition (KO)",4,2,"unknowledgeable",2,4,4,4,4,4,4,4,4,2,"undemocratic","win",7,6,1,1,-1,0,0,0,4,1
2386,"Civic Coalition (KO)","Civic Coalition (KO)",2,3,"knowledgeable",4,5,6,6,6,4,2,3,6,3,"undemocratic","lose",6,6,5,5,0,0,0,0,6,3
2387,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,4,6,5,4,6,NA,4,4,1,"undemocratic","lose",5,5,6,1,0,-5,0,0,6,1
2389,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",7,7,7,4,2,4,NA,2,7,4,"undemocratic","win",5,5,1,5,0,4,0,0,2,2
2391,"Civic Coalition (KO)","Abstain",4,4,"knowledgeable",4,4,4,4,4,6,3,4,4,5,"democratic","win",4,4,4,4,0,0,0,1,4,4
2392,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",5,1,4,3,2,3,4,3,6,5,"democratic","lose",7,7,1,1,0,0,0,0,5,7
2396,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"unknowledgeable",2,6,2,2,5,2,6,4,6,4,"democratic","win",7,6,1,2,-1,1,0,0,4,4
2410,"Civic Coalition (KO)","Abstain",4,4,"unknowledgeable",4,6,3,6,6,5,1,4,4,3,"democratic","win",6,5,1,1,-1,0,0,1,4,1
2412,"Law and Justice (PiS)","Law and Justice (PiS)",3,3,"knowledgeable",5,5,7,6,6,5,NA,4,5,5,"undemocratic","win",6,5,5,5,-1,0,0,0,5,2
2417,"Law and Justice (PiS)","Abstain",4,5,"knowledgeable",5,6,6,4,5,4,NA,5,4,3,"undemocratic","lose",4,4,4,4,0,0,0,1,4,2
2420,"Law and Justice (PiS)","Law and Justice (PiS)",3,2,"unknowledgeable",2,3,7,6,2,3,3,7,4,4,"democratic","lose",4,4,6,6,0,0,0,0,4,3
2421,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,5,5,4,5,4,1,4,6,3,"undemocratic","win",6,4,2,4,-2,2,0,0,4,1
2422,"Civic Coalition (KO)","Law and Justice (PiS)",2,3,"unknowledgeable",7,7,7,6,5,2,4,4,6,1,"undemocratic","lose",6,5,6,6,-1,0,1,0,5,3
2424,"Civic Coalition (KO)","Civic Coalition (KO)",4,6,"unknowledgeable",7,7,7,2,4,2,4,3,6,3,"democratic","lose",6,6,1,1,0,0,0,0,4,1
2425,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",5,4,2,5,5,2,NA,4,4,4,"undemocratic","lose",6,4,4,5,-2,1,0,0,4,4
2426,"Civic Coalition (KO)","Civic Coalition (KO)",4,6,"knowledgeable",7,6,7,3,5,1,NA,2,6,1,"democratic","win",4,4,1,1,0,0,0,0,4,1
2427,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",6,6,5,5,4,4,4,4,2,3,"democratic","win",5,4,3,4,-1,1,0,0,4,3
2428,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",4,5,5,5,5,5,1,6,6,5,"undemocratic","win",7,7,1,1,0,0,0,0,5,4
2429,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",5,5,5,5,5,5,5,3,6,4,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
2431,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",3,3,5,4,5,5,6,4,7,3,"democratic","lose",7,7,1,1,0,0,0,0,4,2
2432,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",4,2,2,4,4,3,5,4,6,3,"undemocratic","lose",5,4,1,4,-1,3,0,0,4,1
2433,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"knowledgeable",4,4,4,4,4,4,2,2,2,3,"undemocratic","lose",5,5,4,3,0,-1,0,0,4,1
2434,"Civic Coalition (KO)","Civic Coalition (KO)",6,7,"knowledgeable",7,7,7,5,5,4,2,2,7,1,"democratic","lose",6,6,2,2,0,0,0,0,6,1
2435,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",6,7,6,2,4,2,2,4,7,3,"undemocratic","win",6,6,1,1,0,0,0,0,4,1
2436,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",4,4,4,4,4,4,NA,4,5,3,"undemocratic","lose",1,5,6,2,4,-4,0,0,4,4
2437,"Civic Coalition (KO)","Civic Coalition (KO)",1,2,"knowledgeable",5,7,7,7,1,1,6,4,7,3,"democratic","win",6,7,5,2,1,-3,0,0,4,3
2438,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,3,5,5,6,6,7,4,"democratic","win",7,7,1,1,0,0,0,0,6,1
2442,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",7,5,7,5,4,4,NA,4,6,4,"democratic","lose",7,7,1,1,0,0,0,0,7,1
2443,"Civic Coalition (KO)","Civic Coalition (KO)",6,5,"knowledgeable",1,1,1,1,1,1,NA,2,6,2,"democratic","lose",7,7,1,1,0,0,0,0,7,1
2446,"Civic Coalition (KO)","Civic Coalition (KO)",2,1,"knowledgeable",7,7,6,7,7,3,1,4,6,5,"undemocratic","win",6,6,2,5,0,3,0,0,4,2
2448,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"unknowledgeable",4,5,6,5,6,4,5,4,4,1,"undemocratic","lose",5,5,5,2,0,-3,0,0,5,2
2450,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"unknowledgeable",7,2,7,5,7,5,5,6,6,2,"undemocratic","lose",5,5,1,1,0,0,0,0,2,1
2451,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"unknowledgeable",6,6,6,6,6,2,NA,1,6,3,"undemocratic","lose",7,6,1,6,-1,5,0,0,6,2
2453,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",7,4,6,5,5,3,4,4,7,4,"democratic","lose",7,7,1,1,0,0,0,0,7,4
2454,"Law and Justice (PiS)","Abstain",4,4,"unknowledgeable",5,5,7,5,5,5,2,4,4,2,"democratic","win",6,4,5,4,-2,-1,0,1,5,3
2456,"Law and Justice (PiS)","Law and Justice (PiS)",7,2,"unknowledgeable",7,7,7,7,5,6,4,3,4,3,"undemocratic","win",7,3,3,7,-4,4,0,0,6,6
2457,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,2,4,7,2,7,4,1,4,5,"undemocratic","lose",4,4,4,4,0,0,0,0,4,4
2461,"Civic Coalition (KO)","Civic Coalition (KO)",7,6,"knowledgeable",7,7,7,7,4,5,4,5,5,3,"democratic","lose",7,7,1,1,0,0,0,0,5,1
2462,"Civic Coalition (KO)","Abstain",4,4,"unknowledgeable",4,4,4,4,4,4,6,6,4,5,"undemocratic","lose",6,6,5,4,0,-1,0,1,3,2
2463,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,2,7,5,5,5,NA,3,6,5,"democratic","lose",6,6,5,5,0,0,0,0,4,4
2464,"Civic Coalition (KO)","Abstain",3,3,"knowledgeable",7,7,7,6,2,3,2,7,6,2,"undemocratic","win",6,5,1,1,-1,0,0,1,5,1
2465,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",7,6,7,5,6,5,5,6,6,3,"democratic","win",6,7,1,1,1,0,0,0,5,1
2467,"Law and Justice (PiS)","Abstain",3,3,"unknowledgeable",4,5,5,3,6,5,3,4,1,1,"undemocratic","win",6,3,2,6,-3,4,0,1,3,3
2469,"Law and Justice (PiS)","Law and Justice (PiS)",4,3,"unknowledgeable",5,6,5,3,2,6,1,6,4,1,"democratic","win",3,4,6,4,1,-2,0,0,2,1
2471,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,6,1,7,7,4,4,4,6,1,"democratic","lose",5,6,1,1,1,0,0,0,3,1
2472,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",3,5,4,3,3,4,4,3,6,2,"democratic","lose",7,7,1,1,0,0,0,0,5,1
2476,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",7,6,7,5,5,5,5,4,5,2,"democratic","win",7,7,1,1,0,0,0,0,6,2
2477,"Civic Coalition (KO)","Civic Coalition (KO)",4,1,"unknowledgeable",5,5,6,3,2,2,1,2,4,3,"democratic","win",4,7,1,1,3,0,0,0,6,1
2478,"Civic Coalition (KO)","Abstain",4,3,"unknowledgeable",7,7,7,4,7,1,2,4,4,2,"undemocratic","win",6,5,1,5,-1,4,0,1,3,1
2479,"Civic Coalition (KO)","Civic Coalition (KO)",4,2,"knowledgeable",5,5,5,5,5,5,3,4,5,5,"democratic","win",6,6,2,2,0,0,0,0,4,3
2480,"Law and Justice (PiS)","Law and Justice (PiS)",2,2,"knowledgeable",6,5,6,4,4,4,1,5,6,5,"undemocratic","lose",6,6,5,5,0,0,0,0,5,4
2481,"Civic Coalition (KO)","Law and Justice (PiS)",2,2,"knowledgeable",3,3,6,6,6,5,6,5,5,1,"democratic","win",6,1,1,1,-5,0,1,0,3,1
2488,"Civic Coalition (KO)","Civic Coalition (KO)",6,7,"unknowledgeable",7,1,7,7,7,6,1,2,7,5,"democratic","lose",2,6,6,1,4,-5,0,0,4,1
2490,"Law and Justice (PiS)","Abstain",7,7,"knowledgeable",7,6,7,7,6,6,NA,3,4,3,"democratic","lose",6,3,2,5,-3,3,0,1,6,2
2491,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,4,7,5,5,2,5,2,6,2,"undemocratic","win",7,7,2,1,0,-1,0,0,7,1
2496,"Civic Coalition (KO)","Civic Coalition (KO)",4,7,"knowledgeable",7,6,6,3,7,6,NA,4,2,1,"undemocratic","lose",4,4,4,4,0,0,0,0,4,4
2498,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",6,5,6,6,6,7,3,4,6,2,"democratic","win",7,7,5,5,0,0,0,0,5,3
2500,"Law and Justice (PiS)","Law and Justice (PiS)",3,4,"unknowledgeable",7,2,6,1,6,1,2,4,4,3,"undemocratic","win",7,7,5,2,0,-3,0,0,7,1
2501,"Civic Coalition (KO)","Abstain",4,4,"unknowledgeable",4,5,1,5,6,7,NA,3,4,1,"democratic","lose",4,4,4,4,0,0,0,1,4,4
2504,"Law and Justice (PiS)","Civic Coalition (KO)",4,6,"unknowledgeable",5,4,7,5,7,4,5,4,4,1,"democratic","win",7,5,5,4,-2,-1,1,0,5,2
2505,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",6,4,7,5,6,4,4,4,6,3,"undemocratic","lose",6,6,6,6,0,0,0,0,4,4
2506,"Law and Justice (PiS)","Law and Justice (PiS)",5,4,"knowledgeable",6,6,6,5,6,5,4,5,6,5,"democratic","win",6,7,1,2,1,1,0,0,6,3
2509,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",7,2,7,2,7,7,NA,4,4,3,"undemocratic","lose",7,7,1,1,0,0,0,0,1,2
2512,"Law and Justice (PiS)","Civic Coalition (KO)",1,2,"unknowledgeable",7,3,1,6,7,7,3,1,4,1,"democratic","lose",5,3,4,1,-2,-3,1,0,1,2
2514,"Civic Coalition (KO)","Law and Justice (PiS)",2,2,"unknowledgeable",3,3,3,3,3,3,NA,4,4,1,"democratic","lose",4,4,7,2,0,-5,1,0,4,4
2516,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",7,7,7,4,6,2,NA,4,6,3,"democratic","win",6,6,6,6,0,0,0,0,4,4
2519,"Civic Coalition (KO)","Civic Coalition (KO)",7,6,"unknowledgeable",7,5,7,5,2,6,5,4,5,3,"democratic","lose",6,6,3,1,0,-2,0,0,5,1
2521,"Law and Justice (PiS)","Abstain",4,4,"knowledgeable",5,5,5,4,5,5,5,4,5,3,"democratic","win",4,4,4,4,0,0,0,1,4,4
2522,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",6,5,7,4,6,2,2,4,6,1,"democratic","lose",6,6,2,1,0,-1,0,0,5,1
2525,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",7,7,7,4,7,4,3,3,6,2,"undemocratic","lose",6,6,5,5,0,0,0,0,5,2
2527,"Law and Justice (PiS)","Law and Justice (PiS)",4,5,"knowledgeable",5,1,4,3,4,6,5,5,3,3,"democratic","lose",3,5,1,3,2,2,0,0,5,3
2528,"Law and Justice (PiS)","Law and Justice (PiS)",5,4,"knowledgeable",5,4,6,4,3,4,NA,5,5,5,"democratic","win",6,6,1,2,0,1,0,0,5,2
2529,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",5,5,4,5,4,4,1,4,4,2,"democratic","lose",7,7,1,1,0,0,0,0,5,2
2530,"Civic Coalition (KO)","Civic Coalition (KO)",6,5,"knowledgeable",7,6,6,5,2,2,5,4,5,5,"democratic","lose",4,4,1,1,0,0,0,0,5,1
2531,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",6,6,6,4,5,2,1,4,4,5,"undemocratic","win",4,4,4,4,0,0,0,0,5,3
2532,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",5,1,7,7,1,1,6,2,7,5,"undemocratic","lose",7,7,1,1,0,0,0,0,5,1
2533,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"unknowledgeable",5,3,7,3,5,3,3,4,4,5,"undemocratic","win",6,6,2,2,0,0,0,0,4,4
2534,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",5,5,5,4,5,4,6,5,6,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
2535,"Civic Coalition (KO)","Civic Coalition (KO)",7,6,"knowledgeable",6,6,6,4,4,4,5,2,6,5,"democratic","lose",7,7,1,1,0,0,0,0,4,1
2536,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",6,7,7,1,5,5,3,3,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
2537,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",6,7,7,1,1,1,3,2,6,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
2538,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",5,4,7,5,5,5,4,4,6,5,"democratic","win",3,4,4,5,1,1,0,0,2,1
2539,"Law and Justice (PiS)","Law and Justice (PiS)",3,5,"knowledgeable",7,5,6,6,5,6,6,6,6,5,"undemocratic","win",7,7,5,5,0,0,0,0,6,2
2540,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"knowledgeable",7,7,7,2,5,5,4,3,7,5,"undemocratic","lose",5,6,1,1,1,0,0,0,5,1
2541,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",7,7,7,5,4,3,NA,4,7,5,"democratic","win",7,7,1,1,0,0,0,0,4,1
2542,"Law and Justice (PiS)","Law and Justice (PiS)",3,4,"knowledgeable",7,6,6,5,4,5,2,5,6,5,"undemocratic","win",7,7,1,1,0,0,0,0,4,1
2543,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,7,7,7,1,3,4,5,7,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
2544,"Civic Coalition (KO)","Abstain",4,4,"knowledgeable",4,4,3,4,4,4,2,4,6,5,"undemocratic","lose",4,4,1,2,0,1,0,1,4,2
2545,"Law and Justice (PiS)","Abstain",4,4,"knowledgeable",5,4,6,6,6,7,1,4,7,5,"undemocratic","win",6,1,3,1,-5,-2,0,1,4,3
2546,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",2,5,3,3,4,3,5,6,3,5,"undemocratic","lose",2,7,6,4,5,-2,0,0,6,3
2548,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,6,7,5,5,6,4,2,6,5,"democratic","lose",7,7,1,1,0,0,0,0,5,1
2549,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",5,7,7,5,6,6,2,4,6,5,"democratic","win",7,7,5,4,0,-1,0,0,5,4
2551,"Civic Coalition (KO)","Civic Coalition (KO)",6,5,"knowledgeable",6,6,5,5,6,6,3,5,7,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
2552,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",6,5,6,1,6,6,5,6,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,7,1
2553,"Law and Justice (PiS)","Abstain",4,4,"knowledgeable",5,4,4,4,4,6,2,5,6,5,"democratic","win",4,4,1,4,0,3,0,1,5,1
2554,"Civic Coalition (KO)","Civic Coalition (KO)",6,3,"knowledgeable",6,4,5,6,5,6,5,4,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
2555,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",7,7,7,7,4,6,3,4,7,5,"undemocratic","lose",6,6,1,1,0,0,0,0,4,1
2556,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",7,7,7,2,1,3,1,3,7,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
2557,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"unknowledgeable",6,6,6,6,6,6,1,2,6,5,"undemocratic","lose",7,7,6,6,0,0,0,0,7,5
2558,"Law and Justice (PiS)","Law and Justice (PiS)",6,5,"knowledgeable",7,6,6,6,7,7,3,5,5,5,"undemocratic","win",7,7,1,1,0,0,0,0,6,2
2559,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",6,6,1,5,5,5,4,3,6,5,"democratic","win",7,7,1,1,0,0,0,0,5,1
2560,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"knowledgeable",5,6,5,5,1,3,1,6,6,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
2561,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",6,5,5,3,5,1,4,4,6,5,"undemocratic","lose",6,6,1,1,0,0,0,0,4,1
2562,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,4,4,6,5,5,4,4,6,5,"undemocratic","win",4,4,4,4,0,0,0,0,4,2
2563,"Law and Justice (PiS)","Law and Justice (PiS)",4,3,"unknowledgeable",6,6,7,6,6,5,2,5,6,5,"democratic","win",6,7,1,2,1,1,0,0,6,3
2564,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",5,7,1,2,5,2,2,2,6,5,"undemocratic","win",7,7,2,2,0,0,0,0,5,2
2565,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",7,4,7,4,4,4,2,4,7,5,"undemocratic","lose",4,4,2,2,0,0,0,0,4,1
2566,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",7,4,7,5,7,5,3,4,7,5,"democratic","win",7,7,1,1,0,0,0,0,4,1
2567,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",5,2,4,7,6,6,6,4,7,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
2568,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"unknowledgeable",4,5,4,5,5,5,2,4,3,5,"undemocratic","win",6,6,3,3,0,0,0,0,4,3
2570,"Law and Justice (PiS)","Law and Justice (PiS)",5,7,"knowledgeable",7,5,7,7,6,7,4,5,7,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
